,loss,accuracy,val_loss,val_accuracy
0,0.9694924354553223,0.5131396055221558,1.049067735671997,0.5174317359924316
1,0.8989151120185852,0.5680188536643982,1.012481451034546,0.5599661469459534
2,0.8587707877159119,0.5966188907623291,0.9066383242607117,0.5865564346313477
3,0.8335086107254028,0.6127901077270508,0.91401207447052,0.5924494862556458
4,0.8153578042984009,0.6254270672798157,0.8976134061813354,0.6097413897514343
5,0.7987901568412781,0.6369723081588745,0.894035816192627,0.6235276460647583
6,0.7870717644691467,0.6451560854911804,0.8539043664932251,0.6355072259902954
7,0.7768375873565674,0.6534812450408936,0.859682023525238,0.6408410668373108
8,0.768172025680542,0.6592420935630798,0.8775753974914551,0.6331772804260254
9,0.7616018056869507,0.6632750630378723,0.8286752700805664,0.6581760048866272
10,0.7553043961524963,0.6681209206581116,0.8092464804649353,0.6647787690162659
11,0.7474571466445923,0.6720400452613831,0.7982736229896545,0.665596067905426
12,0.7409040331840515,0.6765089631080627,0.7866957187652588,0.672937273979187
13,0.7390490770339966,0.6780679225921631,0.7853773236274719,0.6747725605964661
14,0.7350530028343201,0.6807814836502075,0.7895871996879578,0.6799845099449158
15,0.7300432920455933,0.6835538744926453,0.7908080220222473,0.6725859642028809
16,0.7301335334777832,0.6850618720054626,0.7992601990699768,0.6772745847702026
17,0.7335438132286072,0.6831101775169373,0.8072315454483032,0.6754536032676697
18,0.7229068875312805,0.6889416575431824,0.7914085984230042,0.6795041561126709
19,0.719885528087616,0.6905871033668518,0.7914363145828247,0.6799558401107788
20,0.717810869216919,0.692534863948822,0.80153489112854,0.6745144724845886
21,0.7141965627670288,0.6934341192245483,0.7879780530929565,0.6797550916671753
22,0.7110597491264343,0.6967248916625977,0.800558865070343,0.6758909225463867
23,0.7078555226325989,0.6987590789794922,0.7857539653778076,0.6858775615692139
24,0.70428067445755,0.6996819376945496,0.7758880853652954,0.6879063844680786
25,0.7032315135002136,0.7004594802856445,0.7868049740791321,0.6832106113433838
26,0.6997828483581543,0.7019045948982239,0.7744027376174927,0.6898779273033142
27,0.6951830983161926,0.7044296264648438,0.7929049134254456,0.6810383796691895
28,0.6938009858131409,0.7044727802276611,0.7889626026153564,0.6825510859489441
29,0.6912859678268433,0.7060043215751648,0.792172908782959,0.6883078813552856
30,0.68984055519104,0.7076026201248169,0.7778477072715759,0.6907382011413574
31,0.6866483092308044,0.7095543146133423,0.7857711911201477,0.6897631883621216
32,0.6848746538162231,0.70989590883255,0.7498598098754883,0.698760449886322
33,0.6843791604042053,0.7100608944892883,0.7744168043136597,0.6909676194190979
34,0.6801708936691284,0.7129746675491333,0.7777222394943237,0.6884871125221252
35,0.6788643598556519,0.7133673429489136,0.7651150822639465,0.6942295432090759
36,0.6794004440307617,0.7131121158599854,0.747541606426239,0.6988536715507507
37,0.6769903898239136,0.7139564156532288,0.7571694850921631,0.6979431509971619
