,loss,accuracy,val_loss,val_accuracy
0,1.009411334991455,0.46083250641822815,1.078871250152588,0.39118340611457825
1,0.9816235303878784,0.48334184288978577,1.0616968870162964,0.4176231622695923
2,0.9554226994514465,0.5038837790489197,1.017538070678711,0.4603009521961212
3,0.9358502626419067,0.5198350548744202,1.0196254253387451,0.46265244483947754
4,0.9110428690910339,0.5361515879631042,0.9843118190765381,0.48577287793159485
5,0.8805476427078247,0.554443359375,0.9655101299285889,0.492389976978302
6,0.8608062863349915,0.56834477186203,0.9237569570541382,0.5219626426696777
7,0.8307892084121704,0.5983389019966125,0.8774616718292236,0.5919046401977539
8,0.7762524485588074,0.643165111541748,0.9191556572914124,0.573967456817627
9,0.746329665184021,0.6632279753684998,0.8040967583656311,0.6387261748313904
10,0.720004677772522,0.6783310174942017,0.802431046962738,0.6409342885017395
11,0.7018700838088989,0.6892715692520142,0.7772255539894104,0.6566920280456543
12,0.6852385401725769,0.6984881162643433,0.8066846132278442,0.6413787603378296
13,0.6720591187477112,0.7063538432121277,0.805378794670105,0.647214412689209
14,0.6541144847869873,0.7159827351570129,0.787324070930481,0.6582978963851929
15,0.6463595628738403,0.7205301523208618,0.7849255800247192,0.6622122526168823
16,0.6295992136001587,0.730720579624176,0.7942392230033875,0.6665137410163879
17,0.6193695664405823,0.7350716590881348,0.7845085263252258,0.6704782247543335
18,0.608879029750824,0.7397525906562805,0.7843961119651794,0.6712166666984558
19,0.5984212756156921,0.7458236813545227,0.8060606122016907,0.6628503203392029
20,0.5863635540008545,0.7529746890068054,0.8055188655853271,0.6667718291282654
21,0.5801491141319275,0.7558570504188538,0.7868042588233948,0.6716468334197998
22,0.5688632726669312,0.7612252235412598,0.8037916421890259,0.6710445880889893
23,0.5643128156661987,0.7635303139686584,0.8196511268615723,0.6667718291282654
24,0.5559315085411072,0.767394483089447,0.7974234223365784,0.6712023615837097
25,0.5484182834625244,0.7718594074249268,0.8043693900108337,0.6716755032539368
26,0.5432268977165222,0.7740467190742493,0.8328573703765869,0.6654455065727234
27,0.5358514785766602,0.7778598070144653,0.7960742115974426,0.6769878268241882
28,0.5338316559791565,0.7777537703514099,0.7988706827163696,0.6756687164306641
29,0.5245068669319153,0.7833771705627441,0.8076238036155701,0.6792604327201843
30,0.5247324705123901,0.7825603485107422,0.8093133568763733,0.6787944436073303
31,0.518983006477356,0.7863852381706238,0.8036648035049438,0.6821997761726379
32,0.5104446411132812,0.7910819053649902,0.8265160918235779,0.6768229007720947
33,0.5080526471138,0.7918201684951782,0.8037013411521912,0.6815975904464722
34,0.5117670297622681,0.7898527383804321,0.8076989650726318,0.6786940693855286
35,0.5006802678108215,0.796092689037323,0.830095648765564,0.6731308102607727
36,0.5001351237297058,0.7965364456176758,0.8196466565132141,0.6764859557151794
37,0.4951625466346741,0.7988886833190918,0.8600770235061646,0.6532938480377197
38,0.4996844232082367,0.7941409945487976,0.8321477174758911,0.6759483218193054
39,0.4844544231891632,0.8028077483177185,0.8402210474014282,0.6817266345024109
40,0.48895975947380066,0.8006675839424133,0.8441388010978699,0.6772817373275757
41,0.4794388711452484,0.8070213794708252,0.8341494202613831,0.6781922578811646
42,0.4784787595272064,0.8053563833236694,0.842569887638092,0.674299418926239
