,loss,accuracy,val_loss,val_accuracy,lr
0,1.0133129358291626,0.45777735114097595,1.1380170583724976,0.3750743865966797,0.001
1,0.9808931350708008,0.48806989192962646,1.0770459175109863,0.40658268332481384,0.001
2,0.958290159702301,0.5065619349479675,1.0472110509872437,0.4365854859352112,0.001
3,0.938588559627533,0.5245356559753418,1.0291427373886108,0.44883036613464355,0.001
4,0.9190140962600708,0.539740800857544,1.0298207998275757,0.457182377576828,0.001
5,0.9048758149147034,0.5497702956199646,1.0215836763381958,0.46401455998420715,0.001
6,0.8880324959754944,0.5631141066551208,1.0239319801330566,0.47490447759628296,0.001
7,0.8758993744850159,0.5717415809631348,1.012647032737732,0.4851778447628021,0.001
8,0.8659482002258301,0.5781700611114502,0.9766372442245483,0.5134027004241943,0.001
9,0.8466988801956177,0.5987983345985413,0.9915757179260254,0.5090653896331787,0.001
10,0.832275390625,0.6064441204071045,0.9836905598640442,0.5189014077186584,0.001
11,0.8186013102531433,0.6182053685188293,0.9920690655708313,0.5183852314949036,0.001
12,0.8118768930435181,0.6231258511543274,0.9712950587272644,0.5293324589729309,0.001
13,0.8016069531440735,0.627826452255249,0.9865649342536926,0.5238409042358398,0.001
14,0.798487663269043,0.6322285532951355,0.9779049754142761,0.5340139269828796,0.001
15,0.7803832292556763,0.6423600912094116,0.9737430810928345,0.538953423500061,0.001
16,0.7756054401397705,0.6468918323516846,0.9682828783988953,0.5519940853118896,0.001
17,0.7662175297737122,0.6535126566886902,0.9603481292724609,0.5565679669380188,0.001
18,0.758529007434845,0.6580051183700562,0.9468478560447693,0.5705478191375732,0.001
19,0.750759482383728,0.6634950041770935,0.9627677202224731,0.5667983293533325,0.001
20,0.7457566261291504,0.664535641670227,0.9593509435653687,0.5692071914672852,0.001
21,0.734964907169342,0.6735872626304626,0.9549457430839539,0.5694724321365356,0.001
22,0.7408028244972229,0.6677596569061279,0.9915769696235657,0.5411113500595093,0.001
23,0.7424851059913635,0.6690398454666138,0.9666767716407776,0.5732505321502686,0.001
24,0.7217128276824951,0.681684672832489,0.972348690032959,0.5734943151473999,0.001
25,0.7134486436843872,0.6858865022659302,0.9651371240615845,0.5806921124458313,0.001
