,loss,accuracy,val_loss,val_accuracy,lr
0,1.0314809083938599,0.4033418297767639,1.1076762676239014,0.3435087203979492,0.01
1,1.0265657901763916,0.4306577742099762,1.1006858348846436,0.3692243695259094,0.01
2,0.9976174235343933,0.4922560453414917,1.0701518058776855,0.41510677337646484,0.01
3,0.971066415309906,0.5203220248222351,1.06405508518219,0.4392094016075134,0.01
4,0.9554511308670044,0.530135452747345,1.0555917024612427,0.4432312548160553,0.01
5,0.9300746321678162,0.5467661619186401,1.1606172323226929,0.3979582190513611,0.01
6,0.8325507044792175,0.6099352240562439,0.830608069896698,0.6224952936172485,0.01
7,0.759922444820404,0.656406819820404,0.7485040426254272,0.6721988320350647,0.01
8,0.7102531790733337,0.6895621418952942,0.7016411423683167,0.7027680277824402,0.01
9,0.6658191680908203,0.7159788012504578,0.6674798727035522,0.7235727906227112,0.01
10,0.6305411458015442,0.7373296618461609,0.6443610191345215,0.7367209792137146,0.01
11,0.6053831577301025,0.7505831718444824,0.6302624344825745,0.7438685894012451,0.01
12,0.5865560173988342,0.7614569067955017,0.6223387718200684,0.7454673051834106,0.01
13,0.5722522139549255,0.768792450428009,0.6126184463500977,0.7519696950912476,0.01
14,0.5600512027740479,0.7750205993652344,0.6064229607582092,0.7549664378166199,0.01
15,0.5495069026947021,0.7803024053573608,0.6049501299858093,0.7564073801040649,0.01
16,0.5405733585357666,0.7849557995796204,0.606444239616394,0.7564145922660828,0.01
17,0.5325947403907776,0.7886707186698914,0.6042855978012085,0.7569881081581116,0.01
18,0.5252114534378052,0.7920007705688477,0.6107566952705383,0.7551957964897156,0.01
19,0.5178323984146118,0.79613196849823,0.5990037322044373,0.7598628997802734,0.01
20,0.5109357833862305,0.7997840046882629,0.6062586307525635,0.7574254274368286,0.01
21,0.5061351656913757,0.802136242389679,0.5987465977668762,0.7612178921699524,0.01
22,0.49854961037635803,0.8049715161323547,0.6004301905632019,0.7615548372268677,0.01
23,0.4932193458080292,0.8085057735443115,0.6049975752830505,0.7601425051689148,0.01
24,0.48694801330566406,0.8109797835350037,0.6046415567398071,0.7618057727813721,0.01
25,0.4819929897785187,0.8132338523864746,0.6117210984230042,0.7592750787734985,0.01
26,0.47831273078918457,0.8151148557662964,0.6110152006149292,0.7594686150550842,0.01
27,0.4725818634033203,0.8173414468765259,0.6197523474693298,0.7562496662139893,0.01
28,0.46873098611831665,0.8191596269607544,0.6147974133491516,0.7594041228294373,0.01
29,0.46574506163597107,0.8201217651367188,0.6309234499931335,0.7544358968734741,0.01
30,0.4605620205402374,0.8228784799575806,0.6238135099411011,0.7571099996566772,0.01
31,0.45598071813583374,0.824166476726532,0.6185265779495239,0.7589595913887024,0.01
32,0.4554103910923004,0.8240958452224731,0.6204739212989807,0.757748007774353,0.01
33,0.447193443775177,0.8273473381996155,0.6278602480888367,0.7556546330451965,0.01
34,0.4445995092391968,0.8296367526054382,0.6418526768684387,0.7519052028656006,0.01
35,0.44234320521354675,0.8296092748641968,0.6389005184173584,0.7553463578224182,0.01
36,0.439076691865921,0.8314195871353149,0.6442360281944275,0.7509086728096008,0.01
37,0.45566147565841675,0.8244571089744568,0.5948618650436401,0.7698280215263367,0.0009999999
38,0.4347211718559265,0.8338464498519897,0.5918881297111511,0.771964430809021,0.0009999999
39,0.4263782203197479,0.8377066850662231,0.5926038026809692,0.7731401324272156,0.0009999999
40,0.42036545276641846,0.8402002453804016,0.5938268899917603,0.773821234703064,0.0009999999
41,0.41528812050819397,0.8428391814231873,0.5957767367362976,0.7737566828727722,0.0009999999
42,0.41101330518722534,0.8447241187095642,0.5984060168266296,0.7732262015342712,0.0009999999
43,0.407240629196167,0.8461260795593262,0.6010958552360535,0.7729537487030029,0.0009999999
44,0.4037180244922638,0.8479599356651306,0.6039954423904419,0.7728247046470642,0.0009999999
45,0.40049856901168823,0.8493422269821167,0.6066934466362,0.7723587155342102,0.0009999999
46,0.3973383903503418,0.8507363200187683,0.6093693971633911,0.7717708349227905,0.0009999999
47,0.3944109082221985,0.8520282506942749,0.6119241714477539,0.7715486288070679,0.0009999999
48,0.39150217175483704,0.853218138217926,0.6147812008857727,0.7714625597000122,0.0009999999
49,0.38886064291000366,0.8546671867370605,0.6173292994499207,0.7712833285331726,0.0009999999
50,0.38608598709106445,0.8561908602714539,0.6209658980369568,0.7708173394203186,0.0009999999
51,0.38347747921943665,0.8573689460754395,0.6240642070770264,0.7704015374183655,0.0009999999
52,0.3808213770389557,0.8586412668228149,0.6273736953735352,0.7701219320297241,0.0009999999
53,0.37828171253204346,0.8598272204399109,0.6306074261665344,0.7697563171386719,0.0009999999
54,0.39321988821029663,0.8522560596466064,0.6224326491355896,0.7709463834762573,9.999999e-05
55,0.38750818371772766,0.8547653555870056,0.6217713952064514,0.7713621854782104,9.999999e-05
56,0.38546204566955566,0.8558138608932495,0.6215795874595642,0.7717995047569275,9.999999e-05
57,0.3841352164745331,0.856563925743103,0.6215951442718506,0.7721221446990967,9.999999e-05
58,0.3831166923046112,0.8570587038993835,0.6217513680458069,0.7721651196479797,9.999999e-05
59,0.3822703957557678,0.8574121594429016,0.6219639182090759,0.7722941637039185,9.999999e-05
60,0.38154658675193787,0.8577380776405334,0.6222354769706726,0.772459089756012,9.999999e-05
61,0.3808595538139343,0.8580286502838135,0.6225250363349915,0.7725666165351868,9.999999e-05
62,0.3802204132080078,0.858370304107666,0.6228379607200623,0.772430419921875,9.999999e-05
63,0.37960579991340637,0.8586491346359253,0.6231679916381836,0.772459089756012,9.999999e-05
64,0.37905076146125793,0.8588965535163879,0.6235163807868958,0.7724160552024841,9.999999e-05
65,0.3785072863101959,0.8590614795684814,0.6238507032394409,0.7722727060317993,9.999999e-05
66,0.3779681622982025,0.8593913316726685,0.6242334246635437,0.7723085284233093,9.999999e-05
67,0.3774418234825134,0.8595366477966309,0.6246116757392883,0.7723228931427002,9.999999e-05
68,0.37693846225738525,0.8598390221595764,0.6249986290931702,0.7723085284233093,9.999999e-05
69,0.3791142702102661,0.858778715133667,0.6249902248382568,0.7726383209228516,9.999999e-06
70,0.378223180770874,0.8592146039009094,0.6252654790878296,0.7726526260375977,9.999999e-06
71,0.37790870666503906,0.859363853931427,0.625459611415863,0.7727314829826355,9.999999e-06
72,0.3776991367340088,0.8594934344291687,0.6255782842636108,0.7727386951446533,9.999999e-06
73,0.3775343894958496,0.8594855666160583,0.6256422400474548,0.7728031873703003,9.999999e-06
74,0.37739986181259155,0.8595719337463379,0.6256811618804932,0.7727960348129272,9.999999e-06
75,0.3772801458835602,0.859654426574707,0.6257026791572571,0.7728748917579651,9.999999e-06
76,0.3771713376045227,0.8596348166465759,0.6257159113883972,0.7729681134223938,9.999999e-06
77,0.37707018852233887,0.8596779704093933,0.6257259249687195,0.7730254530906677,9.999999e-06
78,0.37697306275367737,0.8596779704093933,0.6257444024085999,0.7730756402015686,9.999999e-06
79,0.37688425183296204,0.8596662282943726,0.625758171081543,0.7731258273124695,9.999999e-06
80,0.37679892778396606,0.8597211837768555,0.6257796883583069,0.7730827927589417,9.999999e-06
81,0.3767170310020447,0.8597565293312073,0.6257976293563843,0.7730684876441956,9.999999e-06
82,0.3766372799873352,0.859807550907135,0.6258196830749512,0.7730612754821777,9.999999e-06
83,0.376559853553772,0.8598586320877075,0.625842809677124,0.7729967832565308,9.999999e-06
84,0.3764442503452301,0.8600942492485046,0.6258610486984253,0.7729179263114929,9.999999e-07
85,0.376428484916687,0.8601177930831909,0.6258758902549744,0.7728390693664551,9.999999e-07
86,0.3764151632785797,0.860102117061615,0.6258876323699951,0.7728390693664551,9.999999e-07
87,0.37640321254730225,0.8601452708244324,0.6258980631828308,0.7728605270385742,9.999999e-07
88,0.37639233469963074,0.8601374626159668,0.6259064674377441,0.7728748917579651,9.999999e-07
89,0.3763827383518219,0.860141396522522,0.6259136199951172,0.7729107141494751,9.999999e-07
90,0.3763717710971832,0.8601492047309875,0.6259188055992126,0.772867739200592,9.999999e-07
91,0.37636297941207886,0.8601374626159668,0.6259228587150574,0.7728820443153381,9.999999e-07
92,0.3763536512851715,0.8601452708244324,0.6259261965751648,0.772896409034729,9.999999e-07
93,0.37634578347206116,0.8601492047309875,0.625928521156311,0.772896409034729,9.999999e-07
94,0.3763367235660553,0.860141396522522,0.6259306073188782,0.772896409034729,9.999999e-07
95,0.3763285279273987,0.8601295948028564,0.6259313821792603,0.772903561592102,9.999999e-07
96,0.376321405172348,0.8601256608963013,0.6259339451789856,0.7729107141494751,9.999999e-07
97,0.37631383538246155,0.8600942492485046,0.625934898853302,0.772889256477356,9.999999e-07
98,0.3763052821159363,0.8600942492485046,0.6259353756904602,0.7728748917579651,9.999999e-07
99,0.37628427147865295,0.8601649403572083,0.6259333491325378,0.7728748917579651,9.999999e-08
