,loss,accuracy,val_loss,val_accuracy
0,0.9947314858436584,0.4726448059082031,1.0787208080291748,0.3978220224380493
1,0.9573162794113159,0.5006558299064636,1.0595670938491821,0.42739465832710266
2,0.9314836859703064,0.516218364238739,1.024640679359436,0.45380574464797974
3,0.9100809097290039,0.5299705266952515,0.9968003034591675,0.4771340787410736
4,0.8809590339660645,0.5464009642601013,0.944145917892456,0.5124993920326233
5,0.8588303923606873,0.5603573322296143,0.920382559299469,0.5248445868492126
6,0.8389317989349365,0.5705674290657043,0.9110143184661865,0.5287876129150391
7,0.8213121294975281,0.5783781409263611,0.9139979481697083,0.5316911339759827
8,0.8064944744110107,0.5907716751098633,0.8871386647224426,0.5449540019035339
9,0.7943488359451294,0.5973178744316101,0.8727798461914062,0.555499792098999
10,0.7829821109771729,0.6058472394943237,0.871536910533905,0.5572848916053772
11,0.7737579345703125,0.6130492687225342,0.8571133017539978,0.5586972236633301
12,0.7636112570762634,0.6213744282722473,0.8616093993186951,0.5636941194534302
13,0.758461058139801,0.6279599666595459,0.8584115505218506,0.5667625069618225
14,0.7503437995910645,0.6346554160118103,0.8542216420173645,0.5747632384300232
15,0.7437966465950012,0.6357432007789612,0.8575140833854675,0.5882125496864319
16,0.7373987436294556,0.6387276649475098,0.8681673407554626,0.5715013146400452
17,0.7341663837432861,0.6457608342170715,0.854457437992096,0.5883917212486267
18,0.729468584060669,0.6485411524772644,0.8911432027816772,0.5723329186439514
19,0.7221198678016663,0.6556960344314575,0.8424233794212341,0.6088524460792542
20,0.7091388702392578,0.6684115529060364,0.8416730165481567,0.6181507706642151
21,0.6892871856689453,0.68393874168396,0.8489658832550049,0.6316933035850525
22,0.6682972311973572,0.6981229186058044,0.8568086624145508,0.6290550231933594
23,0.6594110727310181,0.7047790884971619,0.8390361070632935,0.63243168592453
24,0.6500048041343689,0.711376428604126,0.8263192176818848,0.6450206637382507
25,0.6340026259422302,0.7217710614204407,0.8021902441978455,0.6551578044891357
26,0.6202956438064575,0.7313371300697327,0.8237365484237671,0.6488633155822754
27,0.6168596744537354,0.7340899109840393,0.8036359548568726,0.660506010055542
28,0.6074137091636658,0.7382839322090149,0.7949772477149963,0.6659401655197144
